bandwidth,distance,pan1_offload,pan2_offload,pan,best_threshold,TP,FP,FN,TN,precision,recall,fpr,f1,n_interf_seeds,n_no_interf_seeds
200vs200,1100,90,30,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,90,30,PAN2,0.014,85,31,15,69,0.733,0.85,0.31,0.787,100,100
200vs200,1100,90,40,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,90,40,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,90,50,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,90,50,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,90,60,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,90,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,90,70,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,90,70,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,90,80,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,90,80,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,90,90,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,90,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,90,100,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,90,100,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,100,10,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,100,10,PAN2,0.031,91,21,9,79,0.812,0.91,0.21,0.858,100,100
200vs200,1100,100,20,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,100,20,PAN2,0.021,88,1,12,99,0.989,0.88,0.01,0.931,100,100
200vs200,1100,100,30,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,100,30,PAN2,0.011,90,56,10,44,0.616,0.9,0.56,0.732,100,100
200vs200,1100,100,40,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,100,40,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,100,50,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,100,50,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,100,60,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,100,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,100,70,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,100,70,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,100,80,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,100,80,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,100,90,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,100,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,100,100,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
200vs200,1100,100,100,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,10,10,PAN1,0.112,81,24,19,76,0.771,0.81,0.24,0.79,100,100
50vs100,1500,10,10,PAN2,0.058,83,51,17,49,0.619,0.83,0.51,0.709,100,100
50vs100,1500,10,20,PAN1,0.114,82,22,18,78,0.788,0.82,0.22,0.804,100,100
50vs100,1500,10,20,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,10,30,PAN1,0.114,79,22,21,78,0.782,0.79,0.22,0.786,100,100
50vs100,1500,10,30,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,10,40,PAN1,0.114,73,22,27,78,0.768,0.73,0.22,0.749,100,100
50vs100,1500,10,40,PAN2,0.009,99,97,1,3,0.505,0.99,0.97,0.669,100,100
50vs100,1500,10,50,PAN1,0.078,95,64,5,36,0.597,0.95,0.64,0.734,100,100
50vs100,1500,10,50,PAN2,0.007,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs100,1500,10,60,PAN1,0.092,91,49,9,51,0.65,0.91,0.49,0.758,100,100
50vs100,1500,10,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,10,70,PAN1,0.084,89,58,11,42,0.605,0.89,0.58,0.721,100,100
50vs100,1500,10,70,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,10,80,PAN1,0.078,89,64,11,36,0.582,0.89,0.64,0.704,100,100
50vs100,1500,10,80,PAN2,0.004,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs100,1500,10,90,PAN1,0.093,84,47,16,53,0.641,0.84,0.47,0.727,100,100
50vs100,1500,10,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,10,100,PAN1,0.109,74,29,26,71,0.718,0.74,0.29,0.729,100,100
50vs100,1500,10,100,PAN2,0.008,100,96,0,4,0.51,1.0,0.96,0.676,100,100
50vs100,1500,20,10,PAN1,0.083,85,64,15,36,0.57,0.85,0.64,0.683,100,100
50vs100,1500,20,10,PAN2,0.076,90,19,10,81,0.826,0.9,0.19,0.861,100,100
50vs100,1500,20,20,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,20,20,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,20,30,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,20,30,PAN2,0.016,93,62,7,38,0.6,0.93,0.62,0.729,100,100
50vs100,1500,20,40,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,20,40,PAN2,0.017,87,58,13,42,0.6,0.87,0.58,0.71,100,100
50vs100,1500,20,50,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,20,50,PAN2,0.017,93,80,7,20,0.538,0.93,0.8,0.681,100,100
50vs100,1500,20,60,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,20,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,20,70,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,20,70,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,20,80,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,20,80,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,20,90,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,20,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,20,100,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,20,100,PAN2,0.011,97,86,3,14,0.53,0.97,0.86,0.686,100,100
50vs100,1500,30,10,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,30,10,PAN2,0.058,85,51,15,49,0.625,0.85,0.51,0.72,100,100
50vs100,1500,30,20,PAN1,0.026,96,87,4,13,0.525,0.96,0.87,0.678,100,100
50vs100,1500,30,20,PAN2,0.033,93,85,7,15,0.522,0.93,0.85,0.669,100,100
50vs100,1500,30,30,PAN1,0.039,83,56,17,44,0.597,0.83,0.56,0.695,100,100
50vs100,1500,30,30,PAN2,0.024,81,14,19,86,0.853,0.81,0.14,0.831,100,100
50vs100,1500,30,40,PAN1,0.027,94,85,6,15,0.525,0.94,0.85,0.674,100,100
50vs100,1500,30,40,PAN2,0.021,88,35,12,65,0.715,0.88,0.35,0.789,100,100
50vs100,1500,30,50,PAN1,0.021,99,96,1,4,0.508,0.99,0.96,0.671,100,100
50vs100,1500,30,50,PAN2,0.033,68,22,32,78,0.756,0.68,0.22,0.716,100,100
50vs100,1500,30,60,PAN1,0.028,93,82,7,18,0.531,0.93,0.82,0.676,100,100
50vs100,1500,30,60,PAN2,0.012,90,77,10,23,0.539,0.9,0.77,0.674,100,100
50vs100,1500,30,70,PAN1,0.022,99,94,1,6,0.513,0.99,0.94,0.676,100,100
50vs100,1500,30,70,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,30,80,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,30,80,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,30,90,PAN1,0.022,98,94,2,6,0.51,0.98,0.94,0.671,100,100
50vs100,1500,30,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,30,100,PAN1,0.029,92,81,8,19,0.532,0.92,0.81,0.674,100,100
50vs100,1500,30,100,PAN2,0.02,90,53,10,47,0.629,0.9,0.53,0.741,100,100
50vs100,1500,40,10,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,40,10,PAN2,0.071,76,24,24,76,0.76,0.76,0.24,0.76,100,100
50vs100,1500,40,20,PAN1,0.023,95,77,5,23,0.552,0.95,0.77,0.699,100,100
50vs100,1500,40,20,PAN2,0.045,92,65,8,35,0.586,0.92,0.65,0.716,100,100
50vs100,1500,40,30,PAN1,0.034,83,44,17,56,0.654,0.83,0.44,0.731,100,100
50vs100,1500,40,30,PAN2,0.021,85,26,15,74,0.766,0.85,0.26,0.806,100,100
50vs100,1500,40,40,PAN1,0.028,94,60,6,40,0.61,0.94,0.6,0.74,100,100
50vs100,1500,40,40,PAN2,0.023,82,26,18,74,0.759,0.82,0.26,0.788,100,100
50vs100,1500,40,50,PAN1,0.028,88,60,12,40,0.595,0.88,0.6,0.71,100,100
50vs100,1500,40,50,PAN2,0.031,88,27,12,73,0.765,0.88,0.27,0.819,100,100
50vs100,1500,40,60,PAN1,0.033,77,47,23,53,0.621,0.77,0.47,0.687,100,100
50vs100,1500,40,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,40,70,PAN1,0.027,91,63,9,37,0.591,0.91,0.63,0.717,100,100
50vs100,1500,40,70,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,40,80,PAN1,0.022,95,79,5,21,0.546,0.95,0.79,0.693,100,100
50vs100,1500,40,80,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,40,90,PAN1,0.027,85,63,15,37,0.574,0.85,0.63,0.685,100,100
50vs100,1500,40,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,40,100,PAN1,0.028,87,60,13,40,0.592,0.87,0.6,0.704,100,100
50vs100,1500,40,100,PAN2,0.028,79,30,21,70,0.725,0.79,0.3,0.756,100,100
50vs100,1500,50,10,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,50,10,PAN2,0.067,77,34,23,66,0.694,0.77,0.34,0.73,100,100
50vs100,1500,50,20,PAN1,0.018,98,88,2,12,0.527,0.98,0.88,0.685,100,100
50vs100,1500,50,20,PAN2,0.045,87,65,13,35,0.572,0.87,0.65,0.69,100,100
50vs100,1500,50,30,PAN1,0.033,71,34,29,66,0.676,0.71,0.34,0.693,100,100
50vs100,1500,50,30,PAN2,0.024,82,14,18,86,0.854,0.82,0.14,0.837,100,100
50vs100,1500,50,40,PAN1,0.028,82,56,18,44,0.594,0.82,0.56,0.689,100,100
50vs100,1500,50,40,PAN2,0.02,88,40,12,60,0.688,0.88,0.4,0.772,100,100
50vs100,1500,50,50,PAN1,0.032,81,38,19,62,0.681,0.81,0.38,0.74,100,100
50vs100,1500,50,50,PAN2,0.031,85,27,15,73,0.759,0.85,0.27,0.802,100,100
50vs100,1500,50,60,PAN1,0.022,98,77,2,23,0.56,0.98,0.77,0.713,100,100
50vs100,1500,50,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,50,70,PAN1,0.009,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs100,1500,50,70,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,50,80,PAN1,0.017,98,90,2,10,0.521,0.98,0.9,0.681,100,100
50vs100,1500,50,80,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,50,90,PAN1,0.019,95,85,5,15,0.528,0.95,0.85,0.679,100,100
50vs100,1500,50,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,50,100,PAN1,0.03,80,47,20,53,0.63,0.8,0.47,0.705,100,100
50vs100,1500,50,100,PAN2,0.026,86,36,14,64,0.705,0.86,0.36,0.775,100,100
50vs100,1500,60,10,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,60,10,PAN2,0.071,66,24,34,76,0.733,0.66,0.24,0.695,100,100
50vs100,1500,60,20,PAN1,0.012,99,91,1,9,0.521,0.99,0.91,0.683,100,100
50vs100,1500,60,20,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,60,30,PAN1,0.013,98,89,2,11,0.524,0.98,0.89,0.683,100,100
50vs100,1500,60,30,PAN2,0.023,79,17,21,83,0.823,0.79,0.17,0.806,100,100
50vs100,1500,60,40,PAN1,0.012,98,91,2,9,0.519,0.98,0.91,0.678,100,100
50vs100,1500,60,40,PAN2,0.02,80,40,20,60,0.667,0.8,0.4,0.727,100,100
50vs100,1500,60,50,PAN1,0.012,97,91,3,9,0.516,0.97,0.91,0.674,100,100
50vs100,1500,60,50,PAN2,0.017,94,80,6,20,0.54,0.94,0.8,0.686,100,100
50vs100,1500,60,60,PAN1,0.009,100,98,0,2,0.505,1.0,0.98,0.671,100,100
50vs100,1500,60,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,60,70,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,60,70,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,60,80,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,60,80,PAN2,0.004,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs100,1500,60,90,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,60,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,60,100,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,60,100,PAN2,0.022,79,48,21,52,0.622,0.79,0.48,0.696,100,100
50vs100,1500,70,10,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,70,10,PAN2,0.051,85,67,15,33,0.559,0.85,0.67,0.675,100,100
50vs100,1500,70,20,PAN1,0.008,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs100,1500,70,20,PAN2,0.03,97,91,3,9,0.516,0.97,0.91,0.674,100,100
50vs100,1500,70,30,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,70,30,PAN2,0.023,66,17,34,83,0.795,0.66,0.17,0.721,100,100
50vs100,1500,70,40,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,70,40,PAN2,0.015,93,73,7,27,0.56,0.93,0.73,0.699,100,100
50vs100,1500,70,50,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,70,50,PAN2,0.018,97,79,3,21,0.551,0.97,0.79,0.703,100,100
50vs100,1500,70,60,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,70,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,70,70,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,70,70,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,70,80,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,70,80,PAN2,0.004,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs100,1500,70,90,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,70,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,70,100,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,70,100,PAN2,0.012,96,82,4,18,0.539,0.96,0.82,0.691,100,100
50vs100,1500,80,10,PAN1,0.006,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs100,1500,80,10,PAN2,0.059,75,49,25,51,0.605,0.75,0.49,0.67,100,100
50vs100,1500,80,20,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,80,20,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,80,30,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,80,30,PAN2,0.021,77,26,23,74,0.748,0.77,0.26,0.759,100,100
50vs100,1500,80,40,PAN1,0.007,99,98,1,2,0.503,0.99,0.98,0.667,100,100
50vs100,1500,80,40,PAN2,0.018,88,53,12,47,0.624,0.88,0.53,0.73,100,100
50vs100,1500,80,50,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,80,50,PAN2,0.017,94,80,6,20,0.54,0.94,0.8,0.686,100,100
50vs100,1500,80,60,PAN1,0.007,100,98,0,2,0.505,1.0,0.98,0.671,100,100
50vs100,1500,80,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,80,70,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,80,70,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,80,80,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,80,80,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,80,90,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,80,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,80,100,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,80,100,PAN2,0.012,98,82,2,18,0.544,0.98,0.82,0.7,100,100
50vs100,1500,90,10,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,90,10,PAN2,0.028,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs100,1500,90,20,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,90,20,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,90,30,PAN1,0.006,100,97,0,3,0.508,1.0,0.97,0.673,100,100
50vs100,1500,90,30,PAN2,0.021,78,26,22,74,0.75,0.78,0.26,0.765,100,100
50vs100,1500,90,40,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,90,40,PAN2,0.017,84,58,16,42,0.592,0.84,0.58,0.694,100,100
50vs100,1500,90,50,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,90,50,PAN2,0.018,91,79,9,21,0.535,0.91,0.79,0.674,100,100
50vs100,1500,90,60,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,90,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,90,70,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,90,70,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,90,80,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,90,80,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,90,90,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,90,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,90,100,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,90,100,PAN2,0.01,97,90,3,10,0.519,0.97,0.9,0.676,100,100
50vs100,1500,100,10,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,100,10,PAN2,0.064,78,38,22,62,0.672,0.78,0.38,0.722,100,100
50vs100,1500,100,20,PAN1,0.014,97,84,3,16,0.536,0.97,0.84,0.69,100,100
50vs100,1500,100,20,PAN2,0.033,99,85,1,15,0.538,0.99,0.85,0.697,100,100
50vs100,1500,100,30,PAN1,0.022,82,44,18,56,0.651,0.82,0.44,0.726,100,100
50vs100,1500,100,30,PAN2,0.023,79,17,21,83,0.823,0.79,0.17,0.806,100,100
50vs100,1500,100,40,PAN1,0.017,91,71,9,29,0.562,0.91,0.71,0.695,100,100
50vs100,1500,100,40,PAN2,0.02,78,40,22,60,0.661,0.78,0.4,0.716,100,100
50vs100,1500,100,50,PAN1,0.022,82,44,18,56,0.651,0.82,0.44,0.726,100,100
50vs100,1500,100,50,PAN2,0.031,76,27,24,73,0.738,0.76,0.27,0.749,100,100
50vs100,1500,100,60,PAN1,0.019,83,60,17,40,0.58,0.83,0.6,0.683,100,100
50vs100,1500,100,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,100,70,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,100,70,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,100,80,PAN1,0.02,78,55,22,45,0.586,0.78,0.55,0.67,100,100
50vs100,1500,100,80,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,100,90,PAN1,0.019,81,60,19,40,0.574,0.81,0.6,0.672,100,100
50vs100,1500,100,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs100,1500,100,100,PAN1,0.023,74,37,26,63,0.667,0.74,0.37,0.701,100,100
50vs100,1500,100,100,PAN2,0.021,87,51,13,49,0.63,0.87,0.51,0.731,100,100
50vs200,1500,10,10,PAN1,0.102,85,38,15,62,0.691,0.85,0.38,0.762,100,100
50vs200,1500,10,10,PAN2,0.019,91,74,9,26,0.552,0.91,0.74,0.687,100,100
50vs200,1500,10,20,PAN1,0.112,84,24,16,76,0.778,0.84,0.24,0.808,100,100
50vs200,1500,10,20,PAN2,0.007,100,96,0,4,0.51,1.0,0.96,0.676,100,100
50vs200,1500,10,30,PAN1,0.112,83,24,17,76,0.776,0.83,0.24,0.802,100,100
50vs200,1500,10,30,PAN2,0.008,94,81,6,19,0.537,0.94,0.81,0.684,100,100
50vs200,1500,10,40,PAN1,0.11,77,28,23,72,0.733,0.77,0.28,0.751,100,100
50vs200,1500,10,40,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,10,50,PAN1,0.114,74,22,26,78,0.771,0.74,0.22,0.755,100,100
50vs200,1500,10,50,PAN2,0.008,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs200,1500,10,60,PAN1,0.117,77,19,23,81,0.802,0.77,0.19,0.786,100,100
50vs200,1500,10,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,10,70,PAN1,0.109,85,29,15,71,0.746,0.85,0.29,0.794,100,100
50vs200,1500,10,70,PAN2,0.003,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs200,1500,10,80,PAN1,0.103,83,35,17,65,0.703,0.83,0.35,0.761,100,100
50vs200,1500,10,80,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,10,90,PAN1,0.122,72,17,28,83,0.809,0.72,0.17,0.762,100,100
50vs200,1500,10,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,10,100,PAN1,0.117,78,19,22,81,0.804,0.78,0.19,0.792,100,100
50vs200,1500,10,100,PAN2,0.005,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs200,1500,20,10,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,20,10,PAN2,0.027,93,36,7,64,0.721,0.93,0.36,0.812,100,100
50vs200,1500,20,20,PAN1,0.063,98,90,2,10,0.521,0.98,0.9,0.681,100,100
50vs200,1500,20,20,PAN2,0.017,69,13,31,87,0.841,0.69,0.13,0.758,100,100
50vs200,1500,20,30,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,20,30,PAN2,0.013,84,38,16,62,0.689,0.84,0.38,0.757,100,100
50vs200,1500,20,40,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,20,40,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,20,50,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,20,50,PAN2,0.013,100,98,0,2,0.505,1.0,0.98,0.671,100,100
50vs200,1500,20,60,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,20,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,20,70,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,20,70,PAN2,0.003,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs200,1500,20,80,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,20,80,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,20,90,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,20,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,20,100,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,20,100,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,30,10,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,30,10,PAN2,0.031,85,21,15,79,0.802,0.85,0.21,0.825,100,100
50vs200,1500,30,20,PAN1,0.029,95,81,5,19,0.54,0.95,0.81,0.688,100,100
50vs200,1500,30,20,PAN2,0.02,82,3,18,97,0.965,0.82,0.03,0.886,100,100
50vs200,1500,30,30,PAN1,0.04,82,53,18,47,0.607,0.82,0.53,0.698,100,100
50vs200,1500,30,30,PAN2,0.016,88,21,12,79,0.807,0.88,0.21,0.842,100,100
50vs200,1500,30,40,PAN1,0.028,98,82,2,18,0.544,0.98,0.82,0.7,100,100
50vs200,1500,30,40,PAN2,0.016,74,43,26,57,0.632,0.74,0.43,0.682,100,100
